Fecha,TIIE
15/01/2004,5.13625
15/01/2005,8.986818182
15/01/2006,8.309166667
15/01/2007,7.431884615
15/01/2008,7.924676923
15/01/2009,8.214983333
15/01/2010,4.904272727
15/01/2011,4.857472727
15/01/2012,4.784616667
15/01/2013,4.838569231
15/01/2014,3.772338462
15/01/2015,3.29725
15/01/2016,3.557136364
15/01/2017,6.138408333
15/01/2018,7.641353846
15/01/2019,8.593861538
15/01/2020,7.519492308
15/01/2021,4.461454545
15/02/2001,17.9305
15/02/2002,8.966
15/02/2003,9.88975
15/02/2004,6.14835
15/02/2005,9.5185
15/02/2006,7.87675
15/02/2007,7.45637
15/02/2008,7.932436364
15/02/2009,7.88128
15/02/2010,4.94584
15/02/2011,4.84152
15/02/2012,4.782581818
15/02/2013,4.81779
15/02/2014,3.79528
15/02/2015,3.29802
15/02/2016,3.908463636
15/02/2017,6.59625
15/02/2018,7.82883
15/02/2019,8.54518
15/02/2020,7.30557
15/02/2021,4.28811
15/03/2001,17.17727273
15/03/2002,8.745
15/03/2003,9.539
15/03/2004,6.513561538
15/03/2005,9.833
15/03/2006,7.615833333
15/03/2007,7.454045455
15/03/2008,7.9360875
15/03/2009,7.402045455
15/03/2010,4.926666667
15/03/2011,4.838716667
15/03/2012,4.766818182
15/03/2013,4.3333875
15/03/2014,3.80499
15/03/2015,3.306136364
15/03/2016,4.06474
15/03/2017,6.64405
15/03/2018,7.838522222
15/03/2019,8.51329
15/03/2020,6.968809091
15/03/2021,4.283608333
15/04/2001,16.06681818
15/04/2002,6.49125
15/04/2003,7.9694
15/04/2004,6.152591667
15/04/2005,10.05681818
15/04/2006,7.4495
15/04/2007,7.474572727
15/04/2008,7.935291667
15/04/2009,6.462483333
15/04/2010,4.948916667
15/04/2011,4.852222222
15/04/2012,4.733245455
15/04/2013,4.329775
15/04/2014,3.80445
15/04/2015,3.293591667
15/04/2016,4.064618182
15/04/2017,6.88077
15/04/2018,7.8357
15/04/2019,8.49759
15/04/2020,6.441591667
15/04/2021,4.282125
15/05/2001,13.51
15/05/2002,7.8575
15/05/2003,5.7015
15/05/2004,6.9975
15/05/2005,10.08625
15/05/2006,7.327692308
15/05/2007,7.700784615
15/05/2008,7.9314
15/05/2009,5.558327273
15/05/2010,4.9515
15/05/2011,4.8478
15/05/2012,4.761
15/05/2013,4.311369231
15/05/2014,3.803508333
15/05/2015,3.300563636
15/05/2016,4.085283333
15/05/2017,7.036161538
15/05/2018,7.858
15/05/2019,8.506338462
15/05/2020,5.800236364
15/05/2021,4.2846
15/06/2006,7.32875
15/06/2007,7.703281818
15/06/2008,8.072063636
15/06/2009,5.168333333
15/06/2010,4.937783333
15/06/2011,4.839
15/06/2012,4.765254545
15/06/2013,4.3083
15/06/2014,3.310081818
15/06/2015,3.3039
15/06/2016,4.1074
15/06/2017,7.257525
15/06/2018,7.985463636
15/06/2019,8.50197
15/06/2020,5.595833333
15/06/2021,4.345641667
15/07/2006,7.307272727
15/07/2007,7.704691667
15/07/2008,8.366730769
15/07/2009,4.875484615
15/07/2010,4.915191667
15/07/2011,4.807009091
15/07/2012,4.782333333
15/07/2013,4.318823077
15/07/2014,3.294123077
15/07/2015,3.306661538
15/07/2016,4.588427273
15/07/2017,7.371109091
15/07/2018,8.10305
15/07/2019,8.473384615
15/07/2020,5.214376923
15/07/2021,4.514216667
15/08/2006,7.290223077
15/08/2007,7.706269231
15/08/2008,8.648863636
15/08/2009,4.887154545
15/08/2010,4.901891667
15/08/2011,4.802807692
15/08/2012,4.790730769
15/08/2013,4.301325
15/08/2014,3.297254545
15/08/2015,3.321390909
15/08/2016,4.593584615
15/08/2017,7.375115385
15/08/2018,8.107338462
15/08/2019,8.302433333
15/08/2020,4.784436364
15/08/2021,4.753981818
15/09/2006,7.311109091
15/09/2007,7.6974
15/09/2008,8.659772727
15/09/2009,4.9186
15/09/2010,4.89723
15/09/2011,4.784090909
15/09/2012,4.80727
15/09/2013,4.03641
15/09/2014,3.288872727
15/09/2015,3.330363636
15/09/2016,4.627254545
15/09/2017,7.378763636
15/09/2018,8.11992
15/09/2019,8.16522
15/09/2020,4.686263636
15/10/2006,7.308533333
15/10/2007,7.755384615
15/10/2008,8.680384615
15/10/2009,4.921966667
15/10/2010,4.8593
15/10/2011,4.797145455
15/10/2012,4.822153846
15/10/2013,3.938392308
15/10/2014,3.289223077
15/10/2015,3.299516667
15/10/2016,5.114836364
15/10/2017,7.380991667
15/10/2018,8.120615385
15/10/2019,7.9909
15/10/2020,4.524283333
15/11/2006,7.303936364
15/11/2007,7.933236364
15/11/2008,8.736944444
15/11/2009,4.93376
15/11/2010,4.866072727
15/11/2011,4.801790909
15/11/2012,4.844263636
15/11/2013,3.79612
15/11/2014,3.291922222
15/11/2015,3.32468
15/11/2016,5.487290909
15/11/2017,7.379990909
15/11/2018,8.301309091
15/11/2019,7.79912
15/11/2020,4.49327
15/12/2006,7.34423
15/12/2007,7.93175
15/12/2008,8.72485
15/12/2009,4.925816667
15/12/2010,4.889423077
15/12/2011,4.796191667
15/12/2012,4.84359
15/12/2013,3.791609091
15/12/2014,3.303341667
15/12/2015,3.4777
15/12/2016,6.022225
15/12/2017,7.5985
15/12/2018,8.4721
15/12/2019,7.639345455
15/12/2020,4.487991667
